as_of_date,account_id,symbol,quantity,avg_cost,market_value_usd,unrealized_pnl_usd
2026-04-21,A000000382,ADLJL,1000,176.6981,212030.01,35331.91
2026-04-21,A000000382,BIBMX,100,139.3577,15354.3,1418.53
2026-04-21,A000000382,BDFL,5000,99.1015,323107.49,-172400.01
2026-04-21,A000000382,HQPT,200,75.6524,10858.18,-4272.3
2026-04-21,A000000382,FBYB,500,476.6703,541432.34,303097.19
2026-04-21,A000000384,BULH,5000,418.3564,1784324.19,-307457.81
2026-04-21,A000000384,MOXDD,5000,550.3472,3043737.42,292001.42
2026-04-21,A000000384,TEH,2500,620.7427,2427958.76,876102.01
2026-04-21,A000000384,LYYA,5000,125.4264,502452.82,-124679.18
2026-04-21,A000000384,CZV,200,301.1436,45420.44,-14808.28
2026-04-21,A000000384,FCVJ,200,134.0276,37457.29,10651.77
2026-04-21,A000000384,LUCRW,200,71.5566,11997.1,-2314.22
2026-04-21,A000000384,UMBT,1000,662.6952,343347.31,-319347.89
2026-04-21,A000000385,NGQ,5000,409.8196,1506637.97,-542460.03
2026-04-21,A000000385,LYYA,5000,72.3576,502452.82,140664.82
2026-04-21,A000000385,KTEKC,100,353.9078,29677.38,-5713.4
2026-04-21,A000000385,IMG,2500,451.2263,1095563.29,-32502.46
2026-04-21,A000000385,UMBT,100,394.6594,34334.73,-5131.21
2026-04-21,A000000385,ZNZWA,1000,90.226,150040.76,59814.76
2026-04-21,A000000386,MER,2500,464.4844,856642.62,-304568.38
2026-04-21,A000000386,UMBT,2500,519.7902,858368.26,-441107.24
2026-04-21,A000000386,DHWMA,100,403.2133,33575.42,-6745.91
2026-04-21,A000000386,ZNZWA,200,138.8168,30008.15,2244.79
2026-04-21,A000000386,JPYTB,5000,239.8884,1695325.16,495883.16
2026-04-21,A000000386,TIFI,100,246.265,12931.13,-11695.37
2026-04-21,A000000386,ELSO,200,387.6875,43696.82,-33840.68
2026-04-21,A000000386,HQJJ,1000,556.9318,536204.83,-20726.97
2026-04-21,A000000387,MER,2500,502.4658,856642.62,-399521.88
2026-04-21,A000000387,KLO,500,138.9115,71619.51,2163.76
2026-04-21,A000000387,CZV,500,243.7145,113551.11,-8306.14
2026-04-21,A000000387,NGQ,100,295.1921,30132.76,613.55
2026-04-21,A000000387,RFDY,500,310.9782,298546.52,143057.42
2026-04-21,A000000387,FCVJ,5000,184.4776,936432.37,14044.37
2026-04-21,A000000387,ZYVC,5000,86.05,636659.1,206409.1
2026-04-21,A000000388,ZNPJ,2500,342.1296,946401.52,91077.52
2026-04-21,A000000388,CCT,200,114.6792,31535.7,8599.86
2026-04-21,A000000388,SNO,100,179.9179,36714.37,18722.58
2026-04-21,A000000388,ZYVC,200,100.3919,25466.36,5387.98
2026-04-21,A000000389,YAVU,2500,114.5905,564794.87,278318.62
2026-04-21,A000000389,DDTO,500,223.7607,131718.03,19837.68
2026-04-21,A000000389,NPWW,1000,643.655,626949.0,-16706.0
2026-04-21,A000000389,HORT,1000,825.886,824877.33,-1008.67
2026-04-21,A000000389,UGIE,200,459.7398,108568.69,16620.73
2026-04-21,A000000389,OUNA,200,403.6743,160358.87,79624.01
2026-04-21,A000000390,PJAWE,500,392.9907,283342.37,86847.02
2026-04-21,A000000390,ELSO,2500,513.8066,546210.3,-738306.2
2026-04-21,A000000390,TEH,500,364.788,485591.75,303197.75
2026-04-21,A000000391,ZCAI,2500,321.246,702189.03,-100925.97
2026-04-21,A000000391,FCVJ,100,137.6305,18728.65,4965.6
2026-04-21,A000000391,CLW,200,884.9434,105945.03,-71043.65
2026-04-21,A000000391,KTEKC,2500,371.9606,741934.56,-187966.94
2026-04-21,A000000391,MOXDD,5000,459.7398,3043737.42,745038.42
2026-04-21,A000000391,NKII,100,709.0164,69652.6,-1249.04
2026-04-21,A000000391,JOERN,100,362.1799,49875.26,13657.27
2026-04-21,A000000392,HQJJ,2500,843.2051,1340512.07,-767500.68
2026-04-21,A000000392,QZIZI,500,488.2923,385338.05,141191.9
2026-04-21,A000000392,HHYZ,1000,903.5113,744032.84,-159478.46
2026-04-21,A000000392,VTZM,200,216.9338,37563.19,-5823.57
2026-04-21,A000000392,YAVU,100,180.6725,22591.79,4524.54
2026-04-21,A000000392,HORT,500,875.7304,412438.66,-25426.54
2026-04-21,A000000392,VNCR,5000,62.3851,334967.43,23041.93
2026-04-21,A000000393,YAVU,1000,141.4444,225917.95,84473.55
2026-04-21,A000000393,ZNZWA,1000,124.6735,150040.76,25367.26
2026-04-21,A000000393,UMBT,500,560.4119,171673.65,-108532.3
2026-04-21,A000000393,DLYFL,2500,30.5203,47489.56,-28811.19
2026-04-21,A000000394,ZYVC,200,78.0662,25466.36,9853.12
2026-04-21,A000000394,IMG,100,532.2112,43822.53,-9398.59
2026-04-21,A000000394,VOLI,5000,126.1814,600541.25,-30365.75
2026-04-21,A000000394,TTZQ,5000,376.7626,1437011.92,-446801.08
2026-04-21,A000000394,TIFI,5000,240.4505,646556.26,-555696.24
2026-04-21,A000000394,LUCRW,1000,73.1174,59985.51,-13131.89
2026-04-21,A000000394,DBZP,200,146.9613,43648.52,14256.26
2026-04-21,A000000395,HORT,100,678.0538,82487.73,14682.35
2026-04-21,A000000395,DHWMA,200,326.5668,67150.84,1837.48
2026-04-21,A000000395,SNO,200,172.7934,73428.75,38870.07
2026-04-21,A000000395,XVGQO,100,408.5301,38301.83,-2551.18
2026-04-21,A000000395,RXIRR,1000,14.5987,15222.81,624.11
2026-04-21,A000000395,HQPT,2500,51.5615,135727.31,6823.56
2026-04-21,A000000396,AHF,2500,737.96,3862462.89,2017562.89
2026-04-21,A000000396,DDTO,100,400.0449,26343.61,-13660.88
2026-04-21,A000000396,LYYA,500,106.2914,50245.28,-2900.42
2026-04-21,A000000396,ZQME,1000,299.0145,271884.02,-27130.48
2026-04-21,A000000396,IMG,500,466.8274,219112.66,-14301.04
2026-04-21,A000000396,FBYB,200,577.7188,216572.94,101029.18
2026-04-21,A000000396,XJED,2500,366.3333,540892.62,-374940.63
2026-04-21,A000000396,EFYM,5000,161.0916,1001073.16,195615.16
2026-04-21,A000000397,VOLI,200,204.5987,24021.65,-16898.09
2026-04-21,A000000397,SDSL,200,267.4262,67371.98,13886.74
2026-04-21,A000000397,DNFO,200,349.9776,61523.46,-8472.06
2026-04-21,A000000397,PLR,500,376.1986,210701.43,22602.13
2026-04-21,A000000397,OIOO,100,691.6464,85264.88,16100.24
2026-04-21,A000000398,EFYM,200,160.3046,40042.93,7982.01
2026-04-21,A000000398,IAWGP,5000,689.9334,3555084.45,105417.45
2026-04-21,A000000398,OUNA,100,630.1471,80179.43,17164.72
2026-04-21,A000000398,VTZM,2500,215.7974,469539.88,-69953.62
2026-04-21,A000000398,SDSL,100,423.3569,33685.99,-8649.7
2026-04-21,A000000400,ZNZWA,2500,111.3008,375101.91,96849.91
2026-04-21,A000000400,PJAWE,2500,400.3444,1416711.87,415850.87
2026-04-21,A000000400,FZUGM,5000,134.1956,716441.91,45463.91
2026-04-21,A000000400,ZYVC,1000,95.1461,127331.82,32185.72
2026-04-21,A000000401,NPWW,5000,835.2992,3134745.0,-1041751.0
2026-04-21,A000000401,ORI,200,289.2494,53505.43,-4344.45
2026-04-21,A000000401,TTZQ,500,395.4227,143701.19,-54010.16
2026-04-21,A000000401,ZGOJ,5000,668.3823,3971647.71,629736.21
2026-04-21,A000000401,FZUGM,100,100.3965,14328.84,4289.19
2026-04-21,A000000401,NKII,200,505.9529,139305.19,38114.61
2026-04-21,A000000403,COBO,5000,400.7788,1653732.09,-350161.91
2026-04-21,A000000403,JPYTB,100,254.0838,33906.5,8498.12
2026-04-21,A000000403,HQPT,2500,45.4624,135727.31,22071.31
2026-04-21,A000000403,OUNA,1000,685.7168,801794.34,116077.54
2026-04-21,A000000403,ORI,5000,170.4107,1337635.74,485582.24
2026-04-21,A000000403,BDFL,100,93.0825,6462.15,-2846.1
2026-04-21,A000000404,IAWGP,1000,420.27,711016.89,290746.89
2026-04-21,A000000404,YNUS,500,361.1629,209463.55,28882.1
2026-04-21,A000000404,ELSO,1000,409.6385,218484.12,-191154.38
2026-04-21,A000000404,JOW,5000,230.608,1142655.69,-10384.31
2026-04-21,A000000404,MOXDD,1000,587.617,608747.48,21130.48
2026-04-21,A000000405,ZNZWA,2500,163.5557,375101.91,-33787.34
2026-04-21,A000000405,HZYB,1000,280.4846,422297.6,141813.0
2026-04-21,A000000405,MGLSG,100,510.5185,97573.07,46521.22
2026-04-21,A000000405,ZMHJN,500,403.8187,92541.66,-109367.69
2026-04-21,A000000405,VTZM,500,147.488,93907.98,20163.98
2026-04-21,A000000406,DHWMA,1000,425.175,335754.19,-89420.81
2026-04-21,A000000406,ZMHJN,500,325.4874,92541.66,-70202.04
2026-04-21,A000000406,SDSL,1000,349.72,336859.88,-12860.12
2026-04-21,A000000406,PSPEQ,2500,710.247,1804156.77,28539.27
2026-04-21,A000000407,JPYTB,2500,223.8625,847662.58,288006.33
2026-04-21,A000000407,TCLH,200,498.7025,170614.58,70874.08
2026-04-21,A000000407,LYYA,2500,119.5368,251226.41,-47615.59
2026-04-21,A000000408,OIOO,200,871.5656,170529.76,-3783.36
2026-04-21,A000000408,ILP,100,619.7034,84398.17,22427.83
2026-04-21,A000000408,HXMDW,1000,496.868,884024.56,387156.56
2026-04-21,A000000408,XVGQO,500,574.7961,191509.14,-95888.91
2026-04-21,A000000409,UGIE,5000,457.082,2714217.33,428807.33
2026-04-21,A000000409,TCLH,1000,746.2703,853072.88,106802.58
2026-04-21,A000000409,VTZM,2500,148.4969,469539.88,98297.63
2026-04-21,A000000409,NPWW,100,625.4151,62694.9,153.39
2026-04-21,A000000409,DNFO,5000,251.8542,1538086.42,278815.42
2026-04-21,A000000409,RXIRR,100,23.108,1522.28,-788.52
2026-04-21,A000000410,JOERN,200,456.6721,99750.51,8416.09
2026-04-21,A000000410,HZYB,100,292.8185,42229.76,12947.91
2026-04-21,A000000410,TIFI,5000,218.422,646556.26,-445553.74
2026-04-21,A000000410,AHF,1000,752.476,1544985.16,792509.16
2026-04-21,A000000411,SIEY,100,894.3524,111949.29,22514.05
2026-04-21,A000000411,MOXDD,2500,526.799,1521868.71,204871.21
2026-04-21,A000000413,MWXE,500,541.9769,64489.32,-206499.13
2026-04-21,A000000414,COBO,5000,405.9533,1653732.09,-376034.41
2026-04-21,A000000415,THIVN,1000,719.3008,954683.91,235383.11
2026-04-21,A000000415,DDTO,1000,241.6046,263436.06,21831.46
2026-04-21,A000000415,DBZP,200,226.8325,43648.52,-1717.98
2026-04-21,A000000415,MGLSG,1000,535.0862,975730.65,440644.45
2026-04-21,A000000415,KLO,5000,104.4329,716195.15,194030.65
2026-04-21,A000000416,MGLSG,2500,712.1893,2439326.63,658853.38
2026-04-21,A000000416,JISTW,100,33.5666,5293.24,1936.58
2026-04-21,A000000416,RFDY,1000,388.0018,597093.03,209091.23
2026-04-21,A000000416,RXIRR,200,14.489,3044.56,146.76
2026-04-21,A000000416,VNCR,5000,42.717,334967.43,121382.43
2026-04-21,A000000416,ZCAI,100,205.4234,28087.56,7545.22
2026-04-21,A000000416,TTZQ,200,440.9759,57480.48,-30714.7
2026-04-21,A000000416,QZIZI,500,372.8865,385338.05,198894.8
2026-04-21,A000000417,ILP,500,549.9812,421990.83,147000.23
2026-04-21,A000000418,PJAWE,500,483.484,283342.37,41600.37
2026-04-21,A000000418,DHWMA,2500,274.4485,839385.48,153264.23
2026-04-21,A000000418,NTUX,5000,353.0543,2431195.15,665923.65
2026-04-21,A000000418,SNO,500,186.0929,183571.87,90525.42
2026-04-21,A000000418,ZCAI,100,303.6666,28087.56,-2279.1
2026-04-21,A000000419,KTEKC,100,310.5767,29677.38,-1380.29
2026-04-21,A000000419,SNO,500,162.7627,183571.87,102190.52
2026-04-21,A000000419,IAWGP,200,661.2828,142203.38,9946.82
2026-04-21,A000000419,PSPEQ,2500,547.8436,1804156.77,434547.77
2026-04-21,A000000419,BDFL,500,104.9106,32310.75,-20144.55
2026-04-21,A000000421,XREL,5000,737.3195,3381980.28,-304617.22
2026-04-21,A000000421,CAHM,200,593.3819,242100.43,123424.05
2026-04-21,A000000421,PLR,5000,374.2622,2107014.29,235703.29
2026-04-21,A000000421,JISTW,100,49.2745,5293.24,365.79
2026-04-21,A000000421,ZGOJ,1000,844.9791,794329.54,-50649.56
2026-04-21,A000000421,DNFO,2500,387.9349,769043.21,-200794.04
2026-04-21,A000000421,NGQ,200,331.7988,60265.52,-6094.24
2026-04-21,A000000421,OUNA,100,672.9854,80179.43,12880.89
2026-04-21,A000000424,UPIL,200,172.2783,64000.72,29545.06
2026-04-21,A000000424,LUCRW,500,42.8685,29992.76,8558.51
2026-04-21,A000000424,COBO,200,298.1832,66149.28,6512.64
2026-04-21,A000000424,JBM,5000,582.307,2159512.65,-752022.35
2026-04-21,A000000424,IAWGP,200,620.1366,142203.38,18176.06
2026-04-21,A000000424,ILP,100,688.365,84398.17,15561.67
2026-04-21,A000000425,HZYB,2500,342.2572,1055744.0,200101.0
2026-04-21,A000000425,QZIZI,100,507.3733,77067.61,26330.28
2026-04-21,A000000425,HXFE,2500,279.8394,764324.69,64726.19
2026-04-21,A000000425,YUQR,5000,370.7563,3182052.79,1328271.29
2026-04-21,A000000425,TTZQ,100,472.1134,28740.24,-18471.1
2026-04-21,A000000426,WXQLM,200,557.4274,136066.5,24581.02
2026-04-21,A000000426,VTZM,200,186.3501,37563.19,293.17
2026-04-21,A000000427,YRETH,200,473.987,83520.89,-11276.51
2026-04-21,A000000427,CLW,200,571.0434,105945.03,-8263.65
2026-04-21,A000000427,ELSO,1000,486.7428,218484.12,-268258.68
2026-04-21,A000000427,SIEY,500,808.1704,559746.46,155661.26
2026-04-21,A000000427,ZNPJ,1000,270.5038,378560.61,108056.81
2026-04-21,A000000427,ZGOJ,100,868.554,79432.95,-7422.45
2026-04-21,A000000428,OUNA,1000,545.8723,801794.34,255922.04
2026-04-21,A000000428,KLO,2500,126.5098,358097.57,41823.07
2026-04-21,A000000428,TEH,2500,569.0666,2427958.76,1005292.26
2026-04-21,A000000429,TIFI,200,199.8691,25862.25,-14111.57
2026-04-21,A000000430,FCVJ,5000,173.6039,936432.37,68412.87
2026-04-21,A000000430,TEH,500,501.452,485591.75,234865.75
2026-04-21,A000000430,JISTW,1000,34.3076,52932.39,18624.79
2026-04-21,A000000430,SDSL,200,384.8103,67371.98,-9590.08
2026-04-21,A000000430,ODGF,100,386.5179,41790.35,3138.56
2026-04-21,A000000430,UCEN,100,147.737,9823.5,-4950.2
2026-04-21,A000000430,ZQME,2500,276.1618,679710.05,-10694.45
2026-04-21,A000000430,HJD,5000,604.6144,5357493.66,2334421.66
2026-04-21,A000000431,ELSO,2500,673.8941,546210.3,-1138524.95
2026-04-21,A000000431,ZGOJ,1000,865.0648,794329.54,-70735.26
2026-04-21,A000000431,ZNZWA,500,134.2207,75020.38,7910.03
2026-04-21,A000000431,HQPT,200,66.7203,10858.18,-2485.88
2026-04-21,A000000431,EFYM,1000,127.7736,200214.63,72441.03
2026-04-21,A000000431,PLR,2500,536.8122,1053507.14,-288523.36
2026-04-21,A000000432,FCVJ,500,120.324,93643.24,33481.24
2026-04-21,A000000432,ZYVC,2500,92.4485,318329.55,87208.3
2026-04-21,A000000432,NTUX,1000,532.5564,486239.03,-46317.37
2026-04-21,A000000432,RBQA,1000,642.1087,668555.29,26446.59
2026-04-21,A000000432,SDSL,100,419.9479,33685.99,-8308.8
2026-04-21,A000000432,TIFI,2500,205.9211,323278.13,-191524.62
2026-04-21,A000000432,ELSO,100,490.6405,21848.41,-27215.64
2026-04-21,A000000433,HQJJ,1000,687.1773,536204.83,-150972.47
2026-04-21,A000000433,BDFL,500,116.2308,32310.75,-25804.65
2026-04-21,A000000433,KLO,2500,159.8685,358097.57,-41573.68
2026-04-21,A000000433,MOXDD,5000,596.2583,3043737.42,62445.92
2026-04-21,A000000434,PJAWE,500,639.2304,283342.37,-36272.83
2026-04-21,A000000435,LYYA,200,79.5544,20098.11,4187.23
2026-04-21,A000000435,ZYVC,100,87.6544,12733.18,3967.74
2026-04-21,A000000435,AHF,100,634.3683,154498.52,91061.69
2026-04-21,A000000435,THIVN,2500,672.7575,2386709.78,704816.03
2026-04-21,A000000435,YAVU,100,147.4551,22591.79,7846.28
2026-04-21,A000000435,VTZM,1000,146.2487,187815.95,41567.25
2026-04-21,A000000435,TEH,200,391.371,194236.7,115962.5
2026-04-21,A000000435,DHWMA,100,373.3808,33575.42,-3762.66
2026-04-21,A000000436,UCEN,2500,135.9088,245587.54,-94184.46
2026-04-21,A000000436,TIFI,500,148.3104,64655.63,-9499.57
2026-04-21,A000000436,NPWW,100,621.3985,62694.9,555.05
2026-04-21,A000000437,OUNA,200,630.1927,160358.87,34320.33
2026-04-21,A000000437,CAHM,2500,886.3281,3026255.42,810435.17
2026-04-21,A000000437,PJAWE,1000,653.6487,566684.75,-86963.95
2026-04-21,A000000437,ZYVC,200,87.2105,25466.36,8024.26
2026-04-21,A000000437,YRETH,100,390.4718,41760.45,2713.27
2026-04-21,A000000437,BMW,5000,455.2775,4226298.29,1949910.79
2026-04-21,A000000437,SNO,500,160.2911,183571.87,103426.32
2026-04-21,A000000437,HQPT,500,74.6387,27145.46,-10173.89
2026-04-21,A000000438,KLO,100,157.9195,14323.9,-1468.05
2026-04-21,A000000438,HZYB,5000,294.3018,2111488.01,639979.01
2026-04-21,A000000438,ZMHJN,5000,343.2839,925416.57,-791002.93
2026-04-21,A000000438,COBO,100,306.699,33074.64,2404.74
2026-04-21,A000000438,XREL,100,901.7988,67639.61,-22540.27
2026-04-21,A000000438,TCLH,1000,637.9217,853072.88,215151.18
2026-04-21,A000000439,CLW,1000,808.1778,529725.13,-278452.67
2026-04-21,A000000439,ZQME,500,397.7609,135942.01,-62938.44
2026-04-21,A000000439,HJD,2500,720.7534,2678746.83,876863.33
2026-04-21,A000000439,EFYM,100,102.8788,20021.46,9733.58
2026-04-21,A000000440,VOLI,5000,191.8612,600541.25,-358764.75
2026-04-21,A000000440,CLW,1000,780.2316,529725.13,-250506.47
2026-04-21,A000000440,DHWMA,5000,382.6077,1678770.95,-234267.55
2026-04-21,A000000441,LUCRW,5000,73.2791,299927.57,-66467.93
2026-04-21,A000000441,YRETH,100,398.3935,41760.45,1921.1
2026-04-21,A000000441,NKII,5000,522.7395,3482629.81,868932.31
2026-04-21,A000000441,FBYB,500,605.5511,541432.34,238656.79
2026-04-21,A000000441,YNUS,500,409.7166,209463.55,4605.25
2026-04-21,A000000441,XJED,5000,300.4839,1081785.25,-420634.25
2026-04-21,A000000442,AWOX,100,386.8047,32903.05,-5777.42
2026-04-21,A000000442,HQJJ,100,890.9697,53620.48,-35476.49
2026-04-21,A000000442,DBZP,2500,230.0002,545606.47,-29394.03
2026-04-21,A000000442,XVGQO,1000,369.9885,383018.28,13029.78
2026-04-21,A000000442,ZQME,100,353.6663,27188.4,-8178.23
2026-04-21,A000000442,ZYVC,200,97.39,25466.36,5988.36
2026-04-21,A000000442,DNFO,100,333.3179,30761.73,-2570.06
2026-04-21,A000000443,YAVU,500,186.3195,112958.97,19799.22
2026-04-21,A000000443,THIVN,200,972.7632,190936.78,-3615.86
2026-04-21,A000000443,ORI,100,239.8191,26752.71,2770.8
2026-04-21,A000000443,CZV,1000,212.8165,227102.22,14285.72
2026-04-21,A000000443,SHI,200,301.4917,32855.05,-27443.29
2026-04-21,A000000444,FCVJ,2500,147.5216,468216.18,99412.18
2026-04-21,A000000444,FZUGM,100,114.5285,14328.84,2875.99
2026-04-21,A000000444,TCLH,200,552.384,170614.58,60137.78
2026-04-21,A000000444,ELSO,200,699.7724,43696.82,-96257.66
2026-04-21,A000000444,CAHM,2500,665.0781,3026255.42,1363560.17
2026-04-21,A000000446,ODGF,2500,392.83,1044758.69,62683.69
2026-04-21,A000000448,JOW,5000,176.9949,1142655.69,257681.19
2026-04-21,A000000448,AHF,2500,444.7115,3862462.89,2750684.14
2026-04-21,A000000448,QZIZI,500,629.1033,385338.05,70786.4
2026-04-21,A000000451,KLO,2500,114.5018,358097.57,71843.07
2026-04-21,A000000451,DHWMA,1000,332.453,335754.19,3301.19
2026-04-21,A000000451,OUNA,500,494.3966,400897.17,153698.87
2026-04-21,A000000451,SHI,100,174.347,16427.52,-1007.18
2026-04-21,A000000451,ELSO,1000,677.829,218484.12,-459344.88
2026-04-21,A000000451,NKII,500,623.5231,348262.98,36501.43
2026-04-21,A000000452,KTEKC,100,334.2505,29677.38,-3747.67
2026-04-21,A000000452,THIVN,200,944.9326,190936.78,1950.26
2026-04-21,A000000453,MURH,500,401.5844,181231.46,-19560.74
2026-04-21,A000000453,SNO,1000,203.1402,367143.75,164003.55
2026-04-21,A000000453,XJED,1000,398.7878,216357.05,-182430.75
2026-04-21,A000000453,BIBMX,500,134.5529,76771.48,9495.03
2026-04-21,A000000453,JBM,5000,570.9226,2159512.65,-695100.35
2026-04-21,A000000453,SHI,2500,194.0,410688.11,-74311.89
2026-04-21,A000000455,XJED,2500,273.8633,540892.62,-143765.63
2026-04-21,A000000455,DDTO,5000,340.2974,1317180.28,-384306.72
2026-04-21,A000000455,TEH,100,553.902,97118.35,41728.15
2026-04-21,A000000455,FBYB,200,697.1035,216572.94,77152.24
2026-04-21,A000000455,HJD,100,874.1028,107149.87,19739.59
2026-04-21,A000000455,TIFI,100,243.673,12931.13,-11436.17
2026-04-21,A000000456,RBQA,2500,544.3755,1671388.22,310449.47
2026-04-21,A000000456,COBO,500,285.1235,165373.21,22811.46
2026-04-21,A000000456,ZMHJN,100,420.3575,18508.33,-23527.42
2026-04-21,A000000456,TEH,2500,595.6054,2427958.76,938945.26
2026-04-21,A000000456,SDSL,100,243.2592,33685.99,9360.07
2026-04-21,A000000457,MGLSG,5000,622.374,4878653.26,1766783.26
2026-04-21,A000000457,ZNZWA,100,146.7451,15004.08,329.57
2026-04-21,A000000457,CIM,5000,701.2724,4216856.6,710494.6
2026-04-21,A000000457,HJD,5000,719.5813,5357493.66,1759587.16
2026-04-21,A000000457,SIEY,100,745.9958,111949.29,37349.71
2026-04-21,A000000458,ELSO,2500,415.6926,546210.3,-493021.2
2026-04-21,A000000458,ZGOJ,2500,651.5918,1985823.85,356844.35
2026-04-21,A000000458,AHF,200,760.8829,308997.03,156820.45
2026-04-21,A000000459,PLR,200,389.8988,84280.57,6300.81
2026-04-21,A000000459,PJAWE,5000,551.4036,2833423.74,76405.74
2026-04-21,A000000459,YRETH,2500,649.2907,1044011.16,-579215.59
2026-04-21,A000000460,NKII,200,625.4065,139305.19,14223.89
2026-04-21,A000000460,MURH,2500,359.7007,906157.29,6905.54
2026-04-21,A000000460,CIM,1000,746.7193,843371.32,96652.02
2026-04-21,A000000460,THIVN,1000,1005.9147,954683.91,-51230.79
2026-04-21,A000000460,SIEY,200,759.3488,223898.58,72028.82
2026-04-21,A000000461,TEH,200,410.597,194236.7,112117.3
2026-04-21,A000000461,TCLH,200,659.0485,170614.58,38804.88
2026-04-21,A000000461,SNO,1000,193.8275,367143.75,173316.25
2026-04-21,A000000462,ZNPJ,100,332.503,37856.06,4605.76
2026-04-21,A000000462,DLYFL,1000,25.7556,18995.83,-6759.77
2026-04-21,A000000463,JOW,500,158.9245,114265.57,34803.32
2026-04-21,A000000463,DBZP,500,181.3226,109121.29,18459.99
2026-04-21,A000000463,SHI,1000,278.1867,164275.24,-113911.46
2026-04-21,A000000464,SNO,2500,180.6354,917859.36,466270.86
2026-04-21,A000000464,EFYM,100,128.5715,20021.46,7164.31
2026-04-21,A000000464,JISTW,100,44.3675,5293.24,856.49
2026-04-21,A000000464,XVGQO,1000,664.6146,383018.28,-281596.32
2026-04-21,A000000464,BMW,500,491.2761,422629.83,176991.78
2026-04-21,A000000464,BIBMX,5000,87.4371,767714.79,330529.29
2026-04-21,A000000464,THIVN,500,654.3489,477341.96,150167.51
2026-04-21,A000000465,BULH,1000,629.0895,356864.84,-272224.66
2026-04-21,A000000465,HZYB,1000,302.3869,422297.6,119910.7
2026-04-21,A000000465,NTUX,100,413.4322,48623.9,7280.68
2026-04-21,A000000465,KLO,1000,128.0765,143239.03,15162.53
2026-04-21,A000000465,XJED,5000,253.4029,1081785.25,-185229.25
2026-04-21,A000000465,OIOO,5000,742.1197,4263243.99,552645.49
2026-04-21,A000000465,PLR,100,415.6784,42140.29,572.45
2026-04-21,A000000465,MER,1000,520.2463,342657.05,-177589.25
2026-04-21,A000000466,HXMDW,5000,656.9955,4420122.82,1135145.32
2026-04-21,A000000466,JOERN,500,558.5443,249376.29,-29895.86
2026-04-21,A000000466,EFYM,1000,152.8874,200214.63,47327.23
2026-04-21,A000000466,LYYA,5000,96.9091,502452.82,17907.32
2026-04-21,A000000466,CZV,2500,280.2363,567755.54,-132835.21
2026-04-21,A000000466,THIVN,5000,865.2696,4773419.57,447071.57
2026-04-21,A000000466,VNCR,1000,48.3675,66993.49,18625.99
2026-04-21,A000000466,BDFL,2500,92.5568,161553.74,-69838.26
2026-04-21,A000000467,JOW,1000,212.5033,228531.14,16027.84
2026-04-21,A000000467,MGLSG,2500,532.372,2439326.63,1108396.63
2026-04-21,A000000467,PJAWE,500,663.7023,283342.37,-48508.78
2026-04-21,A000000467,OUNA,5000,592.4822,4008971.72,1046560.72
2026-04-21,A000000467,KLO,5000,106.0457,716195.15,185966.65
2026-04-21,A000000470,AWOX,100,364.6802,32903.05,-3564.97
2026-04-21,A000000470,ZCAI,500,271.8198,140437.81,4527.91
2026-04-21,A000000470,QLRI,500,927.2693,164581.87,-299052.78
2026-04-21,A000000470,YUQR,200,402.5818,127282.11,46765.75
2026-04-21,A000000470,CLW,5000,779.0306,2648625.67,-1246527.33
2026-04-21,A000000470,HXMDW,1000,729.9411,884024.56,154083.46
2026-04-21,A000000470,UCEN,200,130.8328,19647.0,-6519.56
2026-04-21,A000000471,PLR,5000,369.9728,2107014.29,257150.29
2026-04-21,A000000471,DDTO,500,285.5348,131718.03,-11049.37
2026-04-21,A000000471,ELSO,5000,553.4666,1092420.6,-1674912.4
2026-04-21,A000000471,VUVE,1000,367.4917,321008.11,-46483.59
2026-04-21,A000000471,CAHM,200,689.5268,242100.43,104195.07
2026-04-21,A000000472,YUQR,100,563.8835,63641.06,7252.71
2026-04-21,A000000472,SDSL,1000,262.5204,336859.88,74339.48
2026-04-21,A000000472,DBZP,5000,197.1958,1091212.95,105233.95
2026-04-21,A000000472,VOLI,200,201.7733,24021.65,-16333.01
2026-04-21,A000000472,CCT,2500,111.4067,394196.27,115679.52
2026-04-21,A000000472,UPIL,2500,186.1326,800008.98,334677.48
2026-04-21,A000000472,KTEKC,500,232.6815,148386.91,32046.16
2026-04-21,A000000472,DNFO,5000,408.7996,1538086.42,-505911.58
2026-04-21,A000000473,MER,100,376.8946,34265.7,-3423.76
2026-04-21,A000000473,ODGF,1000,470.4993,417903.48,-52595.82
2026-04-21,A000000473,HORT,2500,869.8166,2062193.32,-112348.18
2026-04-21,A000000473,OUNA,1000,500.1777,801794.34,301616.64
2026-04-21,A000000473,KLO,200,170.61,28647.81,-5474.19
2026-04-21,A000000474,ILP,5000,760.1437,4219908.3,419189.8
2026-04-21,A000000475,HXFE,500,434.1597,152864.94,-64214.91
2026-04-21,A000000475,KTEKC,5000,255.6808,1483869.12,205465.12
2026-04-21,A000000475,TTZQ,100,443.7478,28740.24,-15634.54
2026-04-21,A000000475,CAHM,2500,568.7918,3026255.42,1604275.92
2026-04-21,A000000475,YUQR,5000,610.0144,3182052.79,131980.79
2026-04-21,A000000476,NGQ,100,291.7055,30132.76,962.21
2026-04-21,A000000476,NPWW,500,641.5996,313474.5,-7325.3
2026-04-21,A000000476,BULH,2500,582.933,892162.09,-565170.41
