symbol,trade_date,open,high,low,close,volume,adj_close
DHWMA,2025-07-21,484.086,494.8804,478.7605,493.0478,108384,493.0478
ZGOJ,2025-07-21,859.5699,862.7313,844.971,850.4689,2900018,850.4689
OIOO,2025-07-21,749.2206,751.9519,740.4583,751.2678,575657,751.2678
NPWW,2025-07-21,528.0096,528.9906,523.0612,528.4693,1080994,528.4693
JISTW,2025-07-21,39.6545,39.8336,39.4736,39.6567,687239,39.6567
HJD,2025-07-21,795.9756,817.5992,786.0253,810.1657,341343,810.1657
XREL,2025-07-21,1058.5906,1101.7725,1056.3121,1095.0776,2799365,1095.0776
HORT,2025-07-21,677.5711,703.0997,671.576,700.6134,211471,700.6134
ILP,2025-07-21,670.6441,675.8615,665.2926,675.7962,153230,675.7962
UMBT,2025-07-21,505.4799,505.7422,503.3813,503.8405,1052471,503.8405
AWOX,2025-07-21,415.4513,418.6471,394.5879,399.4382,6175641,399.4382
KTEKC,2025-07-21,321.4198,335.9783,320.6419,333.3165,1063343,333.3165
ZYVC,2025-07-21,138.4214,140.6022,137.1695,137.3602,1505582,137.3602
UGIE,2025-07-21,434.5112,438.395,428.7281,431.5409,796470,431.5409
BMK,2025-07-21,324.4701,328.2816,318.3688,318.8028,167374,318.8028
LUCRW,2025-07-21,66.4453,66.7824,65.6265,65.7614,124691,65.7614
CCT,2025-07-21,141.0307,141.6049,138.4277,139.5824,192383,139.5824
FCVJ,2025-07-21,162.9824,163.6669,155.7896,157.3539,127871,157.3539
XJED,2025-07-21,337.2095,342.123,333.3055,338.7457,364232,338.7457
TCLH,2025-07-21,610.5749,614.5015,610.1298,610.7354,300525,610.7354
DNFO,2025-07-21,322.599,323.8913,319.0356,321.1195,60275,321.1195
NKII,2025-07-21,596.3474,599.9723,584.7915,587.9869,613232,587.9869
QZIZI,2025-07-21,385.2605,389.1724,379.2269,382.2655,105639,382.2655
JPYTB,2025-07-21,222.9161,225.5536,218.5873,221.491,2052042,221.491
ZNPJ,2025-07-21,314.3603,325.6783,313.963,321.9914,266365,321.9914
RXIRR,2025-07-21,14.7127,14.7957,14.5417,14.5554,97484,14.5554
EFYM,2025-07-21,183.657,186.6454,182.1131,183.5396,115996,183.5396
VUVE,2025-07-21,284.5352,287.6586,282.6876,286.5573,227563,286.5573
ZMHJN,2025-07-21,378.7368,398.9461,371.3028,387.4447,1379665,387.4447
DLYFL,2025-07-21,19.0107,19.2245,18.6631,18.8503,602689,18.8503
SDSL,2025-07-21,315.0675,332.1933,314.4137,328.299,1522244,328.299
JOERN,2025-07-21,458.2357,467.5745,456.7858,462.6885,517582,462.6885
BULH,2025-07-21,365.8018,389.9795,356.3161,383.9701,1001951,383.9701
YNUS,2025-07-21,441.0492,449.8788,436.3606,442.4762,1542761,442.4762
HZYB,2025-07-21,385.9889,392.5578,381.4588,385.2543,99609,385.2543
ADLJL,2025-07-21,163.4983,166.3994,162.7208,165.4366,3483245,165.4366
HXMDW,2025-07-21,726.5208,738.3125,722.3781,730.8393,105188,730.8393
FZUGM,2025-07-21,102.8374,104.0742,99.801,100.7337,1951924,100.7337
QLRI,2025-07-21,631.2261,649.3604,604.5856,616.0954,457192,616.0954
XVGQO,2025-07-21,523.1665,530.0496,519.6867,527.4553,1242333,527.4553
MURH,2025-07-21,343.6891,349.3767,337.9198,347.1805,1724524,347.1805
IMG,2025-07-21,452.6084,455.1393,449.9723,451.76,306936,451.76
BMW,2025-07-21,536.7166,542.2988,520.479,523.6648,1517710,523.6648
KLO,2025-07-21,138.7963,139.1522,137.4356,137.7455,4219538,137.7455
THIVN,2025-07-21,775.1478,795.931,762.8297,793.2475,2495597,793.2475
PSPEQ,2025-07-21,789.8421,793.3292,772.6098,780.6619,198198,780.6619
SNO,2025-07-21,214.5681,215.8045,204.1348,209.6727,22859,209.6727
HHYZ,2025-07-21,714.3325,752.2734,708.5139,734.3532,362110,734.3532
HHSJ,2025-07-21,639.0407,652.9225,629.0197,652.6981,35765,652.6981
CIM,2025-07-21,702.8606,725.5483,698.2121,716.845,3749603,716.845
YAVU,2025-07-21,132.2205,133.4513,129.8146,130.7866,254017,130.7866
VNCR,2025-07-21,71.1903,73.545,71.1474,72.4282,1456148,72.4282
MER,2025-07-21,400.4734,402.9073,397.7904,400.9051,211832,400.9051
COBO,2025-07-21,378.8396,381.2026,372.3549,373.4325,435183,373.4325
ORI,2025-07-21,282.9409,286.871,282.4524,285.1034,954501,285.1034
TTZQ,2025-07-21,362.0031,362.8407,356.3143,356.3143,70655,356.3143
VTZM,2025-07-21,164.0882,165.8157,159.9257,165.6106,793045,165.6106
PLR,2025-07-21,510.4044,514.5994,509.1381,511.2387,356929,511.2387
WXQLM,2025-07-21,311.391,332.4438,310.9454,330.0028,200473,330.0028
ODGF,2025-07-21,413.6376,415.9223,412.3517,414.668,2620067,414.668
HXFE,2025-07-21,402.24,402.4803,396.078,397.7106,1156071,397.7106
TIFI,2025-07-21,161.3041,170.2181,160.0228,164.8409,352293,164.8409
ZQME,2025-07-21,313.1267,317.985,308.6271,311.2144,174993,311.2144
BDFL,2025-07-21,90.4594,90.9729,89.6265,89.8356,590409,89.8356
NGQ,2025-07-21,291.569,293.736,290.8165,293.6836,303868,293.6836
AHF,2025-07-22,911.7979,919.684,874.0002,889.1591,833620,889.1591
SIEY,2025-07-22,889.8415,894.232,873.4199,877.2128,346154,877.2128
HQJJ,2025-07-22,697.739,730.632,691.6386,722.4753,518283,722.4753
DDTO,2025-07-22,354.7832,360.4164,353.4663,355.5958,365972,355.5958
ZNZWA,2025-07-22,113.8828,114.0234,111.1511,111.356,33726,111.356
OUNA,2025-07-22,607.257,612.151,604.7758,609.1925,323082,609.1925
ZQLN,2025-07-22,403.0834,404.1965,399.3851,399.8578,8178882,399.8578
RFDY,2025-07-22,447.7039,455.3833,447.6314,454.6005,502938,454.6005
UCEN,2025-07-22,134.1845,137.9351,130.603,137.6564,794197,137.6564
MWXE,2025-07-22,291.6432,299.5881,279.866,280.1257,1052124,280.1257
BIBMX,2025-07-22,124.9164,126.6435,124.5988,125.4078,538826,125.4078
LYYA,2025-07-22,109.2796,110.4316,107.8303,110.2464,9628682,110.2464
TEH,2025-07-22,679.8833,696.1498,669.0836,678.4533,3400420,678.4533
ELSO,2025-07-22,604.0316,609.7543,573.4919,577.1169,935847,577.1169
JOW,2025-07-22,215.5349,216.8962,203.2278,207.2687,350173,207.2687
JBM,2025-07-22,524.1405,533.4973,520.6031,530.5397,384091,530.5397
IAWGP,2025-07-22,624.1946,640.0315,621.4681,635.2577,324964,635.2577
SHI,2025-07-22,198.2447,199.1389,197.8743,198.0999,535126,198.0999
UPIL,2025-07-22,194.7794,197.8891,190.1853,191.6513,295521,191.6513
DBZP,2025-07-22,153.3927,155.6673,150.7894,152.7737,1118983,152.7737
MOXDD,2025-07-22,918.5438,931.9151,909.796,916.2361,178613,916.2361
MGLSG,2025-07-22,902.5338,905.1391,899.2628,904.8938,272351,904.8938
NTUX,2025-07-22,556.7126,564.3244,553.3998,560.3184,282454,560.3184
CLW,2025-07-22,645.8329,667.6722,642.6609,661.3159,84276,661.3159
FBYB,2025-07-22,650.1468,666.7939,642.9373,662.3686,165114,662.3686
ZCAI,2025-07-22,285.2329,286.2527,278.7138,280.6134,5280390,280.6134
RBQA,2025-07-22,579.2357,587.4356,578.5567,586.266,791287,586.266
PJAWE,2025-07-22,600.516,601.7652,587.9928,591.3421,556255,591.3421
LAHK,2025-07-22,82.3572,82.6228,80.5343,80.546,705411,80.546
YRETH,2025-07-22,471.6949,482.9607,469.5762,481.2428,660524,481.2428
CAHM,2025-07-22,713.9724,726.1658,705.9099,720.7089,215295,720.7089
HQPT,2025-07-22,43.0194,46.3315,43.0065,45.6075,247981,45.6075
YUQR,2025-07-22,597.9707,644.321,584.4161,621.7774,834722,621.7774
CZV,2025-07-22,240.3644,244.3978,240.2505,242.0038,2858776,242.0038
VOLI,2025-07-22,120.5438,122.1138,118.506,119.074,95726,119.074
DHWMA,2025-07-22,484.1343,490.5646,482.5124,487.7904,120346,487.7904
ZGOJ,2025-07-22,858.9838,874.4184,846.0488,851.0614,11151,851.0614
OIOO,2025-07-22,750.0602,772.4563,738.4005,771.3692,569203,771.3692
NPWW,2025-07-22,529.5996,555.4551,528.4374,548.719,450933,548.719
JISTW,2025-07-22,39.6652,39.747,38.8742,38.9864,453015,38.9864
HJD,2025-07-22,808.4982,814.7413,772.1688,778.4092,4919683,778.4092
XREL,2025-07-22,1110.7439,1125.754,1077.9911,1094.2997,893627,1094.2997
HORT,2025-07-22,692.9286,709.1015,683.0317,708.21,452658,708.21
ILP,2025-07-22,678.3053,684.8731,677.8363,683.9367,610268,683.9367
UMBT,2025-07-22,504.5103,515.5455,489.6304,493.938,67706,493.938
AWOX,2025-07-22,397.2263,397.571,385.7947,389.0463,1130546,389.0463
KTEKC,2025-07-22,333.363,335.945,329.453,335.7646,398305,335.7646
ZYVC,2025-07-22,141.3468,141.3496,136.2238,138.1679,2875070,138.1679
UGIE,2025-07-22,430.4099,439.1206,428.7158,438.3337,2046991,438.3337
BMK,2025-07-22,318.9546,328.7288,313.3081,327.5128,163677,327.5128
LUCRW,2025-07-22,65.6258,67.461,65.6155,66.4789,445858,66.4789
CCT,2025-07-22,138.6295,141.7697,138.2914,140.8331,1719930,140.8331
FCVJ,2025-07-22,158.656,159.6104,154.8033,155.8158,761207,155.8158
XJED,2025-07-22,337.4255,342.8277,331.4249,331.6471,287159,331.6471
TCLH,2025-07-22,606.4347,614.2325,596.1048,601.5605,25823,601.5605
DNFO,2025-07-22,322.1647,323.3191,314.3912,317.397,180993,317.397
NKII,2025-07-22,588.5883,598.8783,588.547,592.4536,383865,592.4536
QZIZI,2025-07-22,380.3283,400.7911,377.1203,397.1501,97081,397.1501
JPYTB,2025-07-22,222.0429,222.3357,217.1864,218.8987,1282715,218.8987
ZNPJ,2025-07-22,316.4337,324.4311,311.0715,323.8929,418561,323.8929
RXIRR,2025-07-22,14.6444,14.8553,14.3757,14.4012,45405,14.4012
EFYM,2025-07-22,184.8294,185.1031,174.4564,175.7721,44476,175.7721
VUVE,2025-07-22,285.5932,286.732,285.3072,286.0308,2004912,286.0308
ZMHJN,2025-07-22,384.9962,395.5905,364.814,373.6338,682644,373.6338
DLYFL,2025-07-22,18.7788,19.0975,18.5422,18.7566,941775,18.7566
SDSL,2025-07-22,328.8745,331.9877,319.6737,325.354,532432,325.354
JOERN,2025-07-22,462.4106,463.0469,450.6675,450.7263,536053,450.7263
BULH,2025-07-22,386.4735,389.6141,385.6967,388.6342,108512,388.6342
YNUS,2025-07-22,441.9088,454.4451,428.5464,449.0801,428573,449.0801
HZYB,2025-07-22,384.5313,386.8808,375.296,376.9227,261144,376.9227
ADLJL,2025-07-22,163.9327,166.0638,162.8874,165.334,107065,165.334
HXMDW,2025-07-22,733.6853,745.0654,733.4537,740.4593,1352110,740.4593
FZUGM,2025-07-22,101.3555,104.8277,101.0022,102.8657,611139,102.8657
QLRI,2025-07-22,605.4537,614.3998,592.7649,593.3965,837191,593.3965
XVGQO,2025-07-22,526.8168,528.644,525.1984,527.6818,3102899,527.6818
MURH,2025-07-22,346.0826,357.1214,345.7235,355.5484,2243292,355.5484
IMG,2025-07-22,448.0617,448.7671,441.0393,445.4134,2643717,445.4134
BMW,2025-07-22,522.3371,526.0476,510.4441,514.8649,29926,514.8649
KLO,2025-07-22,137.4934,140.0144,135.927,139.327,26183,139.327
THIVN,2025-07-22,806.4475,826.0308,760.7252,780.5397,119523,780.5397
PSPEQ,2025-07-22,777.4784,805.7306,774.9567,799.8891,1057543,799.8891
SNO,2025-07-22,209.3124,222.8373,204.425,207.0266,103845,207.0266
HHYZ,2025-07-22,737.6372,757.3073,729.4301,743.7335,4724752,743.7335
HHSJ,2025-07-22,657.5773,667.1877,629.6902,657.4861,3387006,657.4861
CIM,2025-07-22,716.0101,717.8118,691.9505,697.4435,516355,697.4435
YAVU,2025-07-22,130.7449,132.0599,128.5224,131.386,108371,131.386
VNCR,2025-07-22,73.3924,76.9181,72.8078,76.0037,809971,76.0037
MER,2025-07-22,400.1391,406.1881,397.1656,405.4452,1054041,405.4452
COBO,2025-07-22,370.5274,372.5517,368.6758,369.0259,28560,369.0259
ORI,2025-07-22,285.8089,290.7798,285.0788,290.0486,341041,290.0486
TTZQ,2025-07-22,357.9604,359.8728,354.5802,357.3257,86179,357.3257
VTZM,2025-07-22,166.5574,168.8366,162.2993,163.632,1623966,163.632
PLR,2025-07-22,511.7035,518.8848,511.0765,515.4273,2006742,515.4273
WXQLM,2025-07-22,329.568,343.3977,329.2768,337.1941,1246714,337.1941
ODGF,2025-07-22,415.9007,416.9625,414.0152,414.7155,612977,414.7155
HXFE,2025-07-22,394.4652,399.328,390.9999,392.7885,871750,392.7885
TIFI,2025-07-22,165.2185,167.1884,160.435,166.2516,535989,166.2516
ZQME,2025-07-22,311.3306,312.5705,302.6231,306.6548,218570,306.6548
BDFL,2025-07-22,90.3601,92.06,90.1013,91.509,125590,91.509
NGQ,2025-07-22,294.2008,299.1151,293.5989,297.7697,56112,297.7697
AHF,2025-07-23,897.2539,903.2499,871.7331,882.704,196663,882.704
SIEY,2025-07-23,874.8868,880.9328,874.7085,880.4421,513010,880.4421
HQJJ,2025-07-23,721.5595,739.8699,720.4584,729.4085,228392,729.4085
DDTO,2025-07-23,357.9376,362.4293,356.8865,361.4742,80399,361.4742
ZNZWA,2025-07-23,113.2311,115.4834,112.1892,113.4794,2007011,113.4794
OUNA,2025-07-23,605.471,625.2471,595.1318,621.9187,335712,621.9187
ZQLN,2025-07-23,400.8526,409.5033,399.5903,400.385,232728,400.385
RFDY,2025-07-23,457.0752,466.5632,453.2374,464.7509,7245982,464.7509
UCEN,2025-07-23,137.6365,140.6346,137.2502,139.4545,790498,139.4545
MWXE,2025-07-23,279.6144,282.022,273.0899,274.5878,236373,274.5878
BIBMX,2025-07-23,125.1025,126.0305,124.3991,124.9999,114862,124.9999
LYYA,2025-07-23,109.627,112.4251,108.9409,111.857,586177,111.857
TEH,2025-07-23,677.5308,678.51,651.4794,657.1916,95144,657.1916
ELSO,2025-07-23,580.3683,594.5618,578.7085,580.5678,221267,580.5678
JOW,2025-07-23,205.5929,207.1566,201.7382,205.7353,1961656,205.7353
JBM,2025-07-23,532.3936,532.749,524.0952,525.0537,423561,525.0537
IAWGP,2025-07-23,649.5203,662.5013,645.256,654.5706,349889,654.5706
SHI,2025-07-23,199.213,203.3348,197.495,200.3652,265123,200.3652
UPIL,2025-07-23,188.6842,191.618,187.6018,188.1222,465330,188.1222
DBZP,2025-07-23,150.5818,154.4724,146.5174,152.7933,197859,152.7933
MOXDD,2025-07-23,924.4992,932.842,902.5944,911.3819,395645,911.3819
MGLSG,2025-07-23,909.3169,913.4327,885.8782,887.9418,386358,887.9418
NTUX,2025-07-23,569.8237,570.3254,553.166,556.0935,1759968,556.0935
CLW,2025-07-23,655.1104,658.881,618.366,632.5065,1792479,632.5065
FBYB,2025-07-23,671.4649,682.7758,670.1426,679.4045,144188,679.4045
ZCAI,2025-07-23,279.8484,282.8425,278.2731,281.4697,2472178,281.4697
RBQA,2025-07-23,585.3661,591.6288,581.1345,581.3142,173071,581.3142
PJAWE,2025-07-23,590.5849,593.3163,580.5336,589.997,144968,589.997
LAHK,2025-07-23,80.047,82.3141,79.1114,81.4232,1699322,81.4232
YRETH,2025-07-23,482.4978,489.187,482.3322,484.974,638953,484.974
CAHM,2025-07-23,726.1024,735.634,720.2514,721.6305,1900822,721.6305
HQPT,2025-07-23,45.5732,47.466,43.6125,46.8484,298139,46.8484
YUQR,2025-07-23,617.3227,620.1571,597.6599,599.4274,2065437,599.4274
CZV,2025-07-23,241.329,246.1393,240.8191,242.4915,657975,242.4915
VOLI,2025-07-23,120.8428,126.95,119.8279,125.9408,146083,125.9408
DHWMA,2025-07-23,486.0987,493.0247,470.7743,474.3497,28636,474.3497
ZGOJ,2025-07-23,842.9083,853.5527,833.9996,846.2932,87030,846.2932
OIOO,2025-07-23,763.283,771.4576,753.2519,761.9866,144439,761.9866
NPWW,2025-07-23,548.8013,554.6712,543.7676,547.6477,551934,547.6477
JISTW,2025-07-23,39.0984,39.7049,38.7479,39.291,430196,39.291
HJD,2025-07-23,775.3283,807.5968,775.2459,797.3994,2719778,797.3994
XREL,2025-07-23,1090.6183,1116.7627,1079.3882,1089.8952,243297,1089.8952
HORT,2025-07-23,704.9838,711.1063,673.9048,677.8584,500866,677.8584
ILP,2025-07-23,679.9699,694.1541,678.5088,687.9132,214172,687.9132
UMBT,2025-07-23,494.1535,500.1466,491.4741,498.8301,370066,498.8301
AWOX,2025-07-23,388.7944,394.2399,384.8733,393.4766,285800,393.4766
KTEKC,2025-07-23,334.0868,347.6851,333.9364,339.9206,3848160,339.9206
ZYVC,2025-07-23,140.4467,140.9709,139.1037,140.3608,169635,140.3608
UGIE,2025-07-23,437.4701,439.9711,434.1953,436.5963,189537,436.5963
BMK,2025-07-23,326.7222,326.822,322.8108,325.2059,836674,325.2059
LUCRW,2025-07-23,65.758,68.2275,65.0649,66.973,130447,66.973
CCT,2025-07-23,141.1435,141.4513,140.9805,141.174,189717,141.174
FCVJ,2025-07-23,158.6455,159.112,156.886,157.4342,5735371,157.4342
XJED,2025-07-23,330.4462,341.4773,330.0974,338.0623,602497,338.0623
TCLH,2025-07-23,601.0253,604.8476,590.2184,597.7081,199803,597.7081
DNFO,2025-07-23,315.8396,316.0114,309.3041,312.769,19424,312.769
NKII,2025-07-23,591.9841,601.767,589.4207,596.8806,678685,596.8806
QZIZI,2025-07-23,396.5203,401.1194,395.0507,400.0701,682260,400.0701
JPYTB,2025-07-23,219.8457,227.5141,219.3212,225.3349,589454,225.3349
ZNPJ,2025-07-23,319.2841,323.9661,312.5648,318.8139,897070,318.8139
RXIRR,2025-07-23,14.3423,14.6472,14.1254,14.5203,66681,14.5203
EFYM,2025-07-23,177.5289,177.8039,168.2335,168.9619,412613,168.9619
VUVE,2025-07-23,286.6414,287.615,277.2101,281.5855,385315,281.5855
ZMHJN,2025-07-23,374.8004,378.4694,371.7647,377.9676,125852,377.9676
DLYFL,2025-07-23,18.6668,18.9367,17.4195,17.662,769924,17.662
SDSL,2025-07-23,324.2653,324.9866,315.5762,318.0837,885754,318.0837
JOERN,2025-07-23,448.8913,454.1338,441.7114,442.7799,20237,442.7799
BULH,2025-07-23,384.8772,388.5353,374.581,375.8916,221942,375.8916
YNUS,2025-07-23,442.0344,447.6828,441.8752,446.6031,9097995,446.6031
HZYB,2025-07-23,373.8752,386.0821,373.096,383.655,60886,383.655
ADLJL,2025-07-23,166.3861,168.3021,159.3422,162.1441,481384,162.1441
HXMDW,2025-07-23,740.0339,743.2549,733.7925,737.1619,356573,737.1619
FZUGM,2025-07-23,103.5087,104.3092,91.6064,91.9225,5327366,91.9225
QLRI,2025-07-23,594.3237,604.3255,581.1717,597.3314,166608,597.3314
XVGQO,2025-07-23,526.3368,535.658,523.7651,535.3945,101950,535.3945
MURH,2025-07-23,358.9942,359.6181,350.3359,350.4644,902060,350.4644
IMG,2025-07-23,442.5448,455.8351,442.4974,455.7332,1166939,455.7332
BMW,2025-07-23,519.2789,523.1893,505.1409,514.1382,184019,514.1382
KLO,2025-07-23,140.4617,140.5439,138.1444,139.137,75176,139.137
THIVN,2025-07-23,787.6197,799.9338,783.2363,792.5744,3274848,792.5744
PSPEQ,2025-07-23,796.4554,801.6245,792.8156,797.7337,97011,797.7337
SNO,2025-07-23,205.6645,212.671,198.7272,202.4882,3081001,202.4882
HHYZ,2025-07-23,737.6088,765.1545,735.502,756.2432,661507,756.2432
HHSJ,2025-07-23,665.2029,681.4539,632.6067,636.1957,150980,636.1957
CIM,2025-07-23,695.3917,731.6857,688.1728,727.7275,250275,727.7275
YAVU,2025-07-23,131.0607,131.4868,125.8826,127.7189,615389,127.7189
VNCR,2025-07-23,77.0911,78.275,76.9703,77.9574,149222,77.9574
MER,2025-07-23,407.3815,409.6396,402.8185,403.5736,586500,403.5736
COBO,2025-07-23,368.987,377.2103,363.2345,375.5011,1605416,375.5011
ORI,2025-07-23,288.8864,291.5508,280.4432,282.3821,2858470,282.3821
TTZQ,2025-07-23,355.8194,361.1866,353.1438,361.1775,367218,361.1775
VTZM,2025-07-23,163.9159,169.06,163.0195,168.9838,1362054,168.9838
PLR,2025-07-23,510.6524,522.4782,508.5091,508.8188,124393,508.8188
WXQLM,2025-07-23,332.9525,342.4273,323.8832,325.783,280748,325.783
ODGF,2025-07-23,412.1295,422.5924,409.7199,419.8393,44117,419.8393
HXFE,2025-07-23,392.4772,394.4039,386.6046,387.2475,136938,387.2475
TIFI,2025-07-23,166.5778,169.574,163.7817,169.5463,247167,169.5463
ZQME,2025-07-23,306.8903,308.8933,295.6577,296.838,147044,296.838
BDFL,2025-07-23,92.3203,92.4231,90.2207,90.2866,157511,90.2866
NGQ,2025-07-23,297.3982,301.9142,296.7134,299.0784,3682680,299.0784
AHF,2025-07-24,886.973,916.0503,865.371,898.6907,120345,898.6907
SIEY,2025-07-24,877.3432,901.5384,870.4947,898.5164,1046346,898.5164
HQJJ,2025-07-24,726.579,727.0084,715.0394,725.6664,392145,725.6664
DDTO,2025-07-24,360.7716,367.9185,357.6354,366.822,670098,366.822
ZNZWA,2025-07-24,114.6554,116.5469,113.2,116.1737,4771629,116.1737
OUNA,2025-07-24,623.3645,634.6024,610.978,630.3544,231776,630.3544
ZQLN,2025-07-24,400.0246,403.8523,396.0439,402.2296,228453,402.2296
RFDY,2025-07-24,465.0274,469.8,456.5105,456.7197,493120,456.7197
UCEN,2025-07-24,138.5806,142.0644,138.1941,140.2943,695093,140.2943
MWXE,2025-07-24,273.8128,286.5722,272.2183,282.0391,538859,282.0391
BIBMX,2025-07-24,124.4821,125.3124,123.0664,123.1772,265280,123.1772
LYYA,2025-07-24,111.7281,112.456,110.2902,110.6233,2336410,110.6233
TEH,2025-07-24,647.141,664.519,633.1094,644.6501,82402,644.6501
ELSO,2025-07-24,584.1402,608.8773,577.9698,593.9405,159381,593.9405
JOW,2025-07-24,205.7418,209.0295,204.8486,208.9756,319536,208.9756
JBM,2025-07-24,525.3965,528.4638,524.6915,525.5942,978059,525.5942
IAWGP,2025-07-24,651.8573,668.7619,651.765,664.286,639795,664.286
SHI,2025-07-24,200.4946,200.7368,195.8476,198.9827,7566,198.9827
UPIL,2025-07-24,187.0403,189.828,184.5441,188.7219,713562,188.7219
DBZP,2025-07-24,153.1467,154.8692,150.7312,154.3033,361736,154.3033
MOXDD,2025-07-24,926.5386,942.9067,917.1191,927.1997,1027808,927.1997
MGLSG,2025-07-24,891.2124,894.8033,886.5428,893.013,187794,893.013
NTUX,2025-07-24,552.9763,568.1538,548.6646,564.5626,215835,564.5626
CLW,2025-07-24,625.8714,634.6023,610.4825,615.1499,154451,615.1499
FBYB,2025-07-24,676.4703,683.2438,660.9274,664.3534,438226,664.3534
ZCAI,2025-07-24,280.2895,283.7282,278.7639,283.2337,1578034,283.2337
RBQA,2025-07-24,580.6571,588.5032,574.6684,584.0243,43076,584.0243
PJAWE,2025-07-24,587.6319,618.586,581.1614,616.1664,474090,616.1664
LAHK,2025-07-24,81.0395,82.1854,79.2958,79.645,446081,79.645
YRETH,2025-07-24,486.13,486.3383,476.8304,477.2559,887930,477.2559
CAHM,2025-07-24,720.8138,727.9006,720.3117,726.4459,645527,726.4459
HQPT,2025-07-24,47.1626,47.5287,45.0128,45.451,777789,45.451
YUQR,2025-07-24,599.5697,606.9622,585.8849,587.0018,431961,587.0018
CZV,2025-07-24,243.73,245.913,240.9019,241.5937,37042,241.5937
VOLI,2025-07-24,128.1202,129.5126,124.4921,125.0787,120783,125.0787
DHWMA,2025-07-24,476.7589,481.1365,461.7234,464.0745,525143,464.0745
ZGOJ,2025-07-24,848.712,872.5355,846.7166,855.0338,1187749,855.0338
OIOO,2025-07-24,770.6238,782.6077,747.2905,752.0052,831559,752.0052
NPWW,2025-07-24,545.5396,593.6338,543.3851,592.2549,343910,592.2549
JISTW,2025-07-24,39.3473,39.949,39.2591,39.9077,815268,39.9077
HJD,2025-07-24,793.279,800.3137,786.2514,787.0497,57444,787.0497
XREL,2025-07-24,1086.3852,1103.1915,1054.3338,1066.5013,69187,1066.5013
HORT,2025-07-24,680.4268,681.4235,661.6622,675.252,273918,675.252
ILP,2025-07-24,688.829,693.7176,680.3393,683.2233,66592,683.2233
UMBT,2025-07-24,498.8654,503.6041,495.7292,503.2124,909725,503.2124
AWOX,2025-07-24,390.7465,395.9028,390.163,393.607,247556,393.607
KTEKC,2025-07-24,336.4213,341.0853,336.4159,340.5866,698786,340.5866
ZYVC,2025-07-24,140.2095,141.7255,137.7299,139.2881,328416,139.2881
UGIE,2025-07-24,438.0874,443.6647,428.9775,433.6445,1206313,433.6445
BMK,2025-07-24,324.6577,342.7926,321.7006,335.2508,110259,335.2508
LUCRW,2025-07-24,67.1103,69.7331,66.0182,69.6486,830142,69.6486
CCT,2025-07-24,141.0354,143.0819,140.8262,142.7805,730806,142.7805
FCVJ,2025-07-24,158.1145,159.5553,156.7188,158.5921,1674012,158.5921
XJED,2025-07-24,340.0958,359.9552,339.4562,349.1737,437447,349.1737
TCLH,2025-07-24,599.5754,609.1562,594.7087,602.2403,756752,602.2403
DNFO,2025-07-24,312.2783,318.5622,310.427,318.1151,256315,318.1151
NKII,2025-07-24,594.9795,606.7858,586.5753,599.635,190395,599.635
QZIZI,2025-07-24,400.043,400.1938,386.9791,391.6515,100753,391.6515
JPYTB,2025-07-24,226.3009,236.3509,224.653,235.6254,49337,235.6254
ZNPJ,2025-07-24,319.8354,324.9142,310.1724,317.144,2917955,317.144
RXIRR,2025-07-24,14.6273,14.9608,14.1955,14.4125,95295,14.4125
EFYM,2025-07-24,166.3655,173.0571,162.908,171.782,458131,171.782
VUVE,2025-07-24,279.6975,282.8192,279.1297,281.4456,5280786,281.4456
ZMHJN,2025-07-24,385.6366,388.9887,367.5908,373.5467,22630,373.5467
DLYFL,2025-07-24,17.6678,18.0259,17.2865,17.3147,143073,17.3147
SDSL,2025-07-24,320.6872,323.0872,312.3975,317.6497,775843,317.6497
JOERN,2025-07-24,443.7968,444.5238,437.378,438.1644,1755391,438.1644
BULH,2025-07-24,370.5792,380.175,361.2124,378.0947,2081889,378.0947
YNUS,2025-07-24,449.0529,452.7316,446.3018,447.812,232269,447.812
HZYB,2025-07-24,383.8125,386.7731,378.4301,378.6314,2048021,378.6314
ADLJL,2025-07-24,163.0886,165.6543,161.0778,162.7568,330946,162.7568
HXMDW,2025-07-24,742.1681,749.3617,732.0693,749.2163,1254265,749.2163
FZUGM,2025-07-24,92.2314,93.5184,88.9391,89.4043,48352,89.4043
QLRI,2025-07-24,601.1406,629.9173,592.5892,616.4269,182021,616.4269
XVGQO,2025-07-24,537.5541,540.0883,535.2538,539.3874,137399,539.3874
MURH,2025-07-24,350.1543,350.8832,342.9731,347.5948,216217,347.5948
IMG,2025-07-24,456.4373,461.2254,452.1891,459.6109,639206,459.6109
BMW,2025-07-24,518.8345,540.3514,507.9026,538.8093,1460578,538.8093
KLO,2025-07-24,139.3547,142.7565,139.0999,141.719,2476547,141.719
THIVN,2025-07-24,784.118,794.4165,764.0457,791.9026,344677,791.9026
PSPEQ,2025-07-24,796.5438,813.8082,786.8131,812.4497,2126048,812.4497
SNO,2025-07-24,204.7893,209.2085,198.1749,199.6709,1299626,199.6709
HHYZ,2025-07-24,750.0305,751.3457,718.5624,719.3236,739186,719.3236
HHSJ,2025-07-24,633.7233,639.9014,616.0624,623.3738,1045640,623.3738
CIM,2025-07-24,725.8304,748.7714,717.4234,740.563,1877167,740.563
